"","nct_id","name","FDA_Approved","title","description","full_text","url"
"23","NCT03069352","Acute Myeloid Leukemia (AML)",TRUE,"FDA grants regular approval to venetoclax in combination for untreated acute myeloid leukemia","Food and Drug Administration grants regular approval to venetoclax in combination for untreated acute myeloid leukemia. ","FDA grants regular approval to venetoclax in combination for untreated acute myeloid leukemia
Resources for Information | Approved Drugs
Oncology (Cancer)/Hematologic Malignancies Approval Notifications
Ongoing | Cancer Accelerated Approvals
Verified Clinical Benefit | Cancer Accelerated Approvals
Withdrawn | Cancer Accelerated Approvals
Other | Cancer Accelerated Approvals

On October 16, 2020, the Food and Drug Administration granted regular approval to venetoclax (VENCLEXTA ®, AbbVie Inc. and Genentech Inc.) in combination with azacitidine, decitabine, or low-dose cytarabine (LDAC) for newly-diagnosed acute myeloid leukemia (AML) in adults 75 years or older, or who have comorbidities precluding intensive induction chemotherapy.

Venetoclax was initially granted accelerated approval for this indication in November 2018.

Efficacy was confirmed in two randomized, double-blind, placebo-controlled trials in patients with AML described above.

In VIALE-A (NCT02993523), patients were randomized to receive venetoclax plus azacitidine (n=286) or placebo plus azacitidine (n=145). Efficacy was established based on an improvement in overall survival (OS). The median OS was 14.7 months (95% CI: 11.9, 18.7) in patients treated with venetoclax plus azacitidine compared to 9.6 months (95% CI: 7.4, 12.7) in those receiving placebo plus azacitidine (HR 0.66; 95% CI: 0.52, 0.85; p<0.001). Patients treated with venetoclax plus azacitidine also demonstrated an improvement in complete remission (CR) rate: 37% (95% CI: 31%, 43%) versus 18% (95% CI: 12%, 25%).

In VIALE-C (NCT03069352), patients were randomized to receive venetoclax plus LDAC (n=143) or placebo plus LDAC (n=68). Efficacy was based on CR rate and duration of CR. The CR rate on the venetoclax plus LDAC arm was 27% (95% CI: 20%, 35%) with a median duration of 11.1 months (95% CI: 6.1, not reached) compared to 7.4% (95% CI: 2.4%, 16%) with a median duration of 8.3 months (95% CI: 3.1, not reached) in those receiving placebo plus LDAC. Venetoclax plus LDAC did not significantly improve OS versus placebo plus LDAC (HR 0.75; 95% CI 0.52, 1.07; p=0.114). 

The most common adverse reactions of venetoclax in combination with azacitidine, decitabine, or low-dose cytarabine (≥30% in any trial) were nausea, diarrhea, thrombocytopenia, constipation, neutropenia, febrile neutropenia, fatigue, vomiting, edema, pyrexia, pneumonia, dyspnea, hemorrhage, anemia, rash, abdominal pain, sepsis, musculoskeletal pain, dizziness, cough, oropharyngeal pain, and hypotension.

The recommended venetoclax dose depends upon the combination regimen and is described in prescribing information. View full prescribing information for VENCLEXTA.

This review was conducted under Project Orbis, an initiative of the FDA Oncology Center of Excellence. Project Orbis provides a framework for concurrent submission and review of oncology drugs among international partners. For this review, FDA collaborated with the Australian Therapeutic Goods Administration (TGA), the Brazilian Health Regulatory Agency (ANVISA), Health Canada, and Switzerland’s Swissmedic. The application reviews are ongoing at the other regulatory agencies.

This review used the Real-Time Oncology Review (RTOR) pilot program and the Assessment Aid, a voluntary submission from the applicant to facilitate the FDA’s assessment. The FDA approved this application 5 weeks ahead of the FDA goal date.

FDA granted this application priority review, breakthrough designation, and orphan drug designation. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

 

Content current as of:

10/16/2020

Regulated Product(s)
Drugs
Prescription Drugs","https://www.fda.gov/drugs/resources-information-approved-drugs/fda-grants-regular-approval-venetoclax-combination-untreated-acute-myeloid-leukemia"
"24","NCT03069352","Acute Myeloid Leukemia (AML)",TRUE,NA,"Food and Drug Administration grants regular approval to venetoclax in combination for untreated acute myeloid leukemia. More Information. October 16, 2020","FDA grants regular approval to venetoclax in combination for untreated acute myeloid leukemia
Share
Tweet
Linkedin
Email
Print

On October 16, 2020, the Food and Drug Administration granted regular approval to venetoclax (VENCLEXTA ®, AbbVie Inc. and Genentech Inc.) in combination with azacitidine, decitabine, or low-dose cytarabine (LDAC) for newly-diagnosed acute myeloid leukemia (AML) in adults 75 years or older, or who have comorbidities precluding intensive induction chemotherapy.

Venetoclax was initially granted accelerated approval for this indication in November 2018.

Efficacy was confirmed in two randomized, double-blind, placebo-controlled trials in patients with AML described above.

In VIALE-A (NCT02993523), patients were randomized to receive venetoclax plus azacitidine (n=286) or placebo plus azacitidine (n=145). Efficacy was established based on an improvement in overall survival (OS). The median OS was 14.7 months (95% CI: 11.9, 18.7) in patients treated with venetoclax plus azacitidine compared to 9.6 months (95% CI: 7.4, 12.7) in those receiving placebo plus azacitidine (HR 0.66; 95% CI: 0.52, 0.85; p<0.001). Patients treated with venetoclax plus azacitidine also demonstrated an improvement in complete remission (CR) rate: 37% (95% CI: 31%, 43%) versus 18% (95% CI: 12%, 25%).

In VIALE-C (NCT03069352), patients were randomized to receive venetoclax plus LDAC (n=143) or placebo plus LDAC (n=68). Efficacy was based on CR rate and duration of CR. The CR rate on the venetoclax plus LDAC arm was 27% (95% CI: 20%, 35%) with a median duration of 11.1 months (95% CI: 6.1, not reached) compared to 7.4% (95% CI: 2.4%, 16%) with a median duration of 8.3 months (95% CI: 3.1, not reached) in those receiving placebo plus LDAC. Venetoclax plus LDAC did not significantly improve OS versus placebo plus LDAC (HR 0.75; 95% CI 0.52, 1.07; p=0.114). 

The most common adverse reactions of venetoclax in combination with azacitidine, decitabine, or low-dose cytarabine (≥30% in any trial) were nausea, diarrhea, thrombocytopenia, constipation, neutropenia, febrile neutropenia, fatigue, vomiting, edema, pyrexia, pneumonia, dyspnea, hemorrhage, anemia, rash, abdominal pain, sepsis, musculoskeletal pain, dizziness, cough, oropharyngeal pain, and hypotension.

The recommended venetoclax dose depends upon the combination regimen and is described in prescribing information. View full prescribing information for VENCLEXTA.

This review was conducted under Project Orbis, an initiative of the FDA Oncology Center of Excellence. Project Orbis provides a framework for concurrent submission and review of oncology drugs among international partners. For this review, FDA collaborated with the Australian Therapeutic Goods Administration (TGA), the Brazilian Health Regulatory Agency (ANVISA), Health Canada, and Switzerland’s Swissmedic. The application reviews are ongoing at the other regulatory agencies.

This review used the Real-Time Oncology Review (RTOR) pilot program and the Assessment Aid, a voluntary submission from the applicant to facilitate the FDA’s assessment. The FDA approved this application 5 weeks ahead of the FDA goal date.

FDA granted this application priority review, breakthrough designation, and orphan drug designation. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

 

Content current as of:

10/16/2020

Regulated Product(s)
Drugs
Prescription Drugs
Drug Approvals and Databases
Resources for Information | Approved Drugs","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-grants-regular-approval-venetoclax-combination-untreated-acute-myeloid-leukemia"
"25","NCT03069352","Acute Myeloid Leukemia (AML)",TRUE,NA,NA,"FDA approves venetoclax in combination for AML in adults
Drugs
Regulatory Science Research and Education
Development & Approval Process | Drugs
Drug Safety and Availability
Emergency Preparedness | Drugs
Guidance, Compliance, & Regulatory Information
News & Events for Human Drugs
Resources | Drugs
Science and Research | Drugs

On November 21, 2018, the Food and Drug Administration granted accelerated approval to venetoclax (VENCLEXTA, AbbVie Inc. and Genentech Inc.) in combination with azacitidine or decitabine or low-dose cytarabine for the treatment of newly-diagnosed acute myeloid leukemia (AML) in adults who are age 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.

Approval was based on two open-label non-randomized trials in patients with newly- diagnosed AML who were > 75 years of age or had comorbidities that precluded the use of intensive induction chemotherapy. Efficacy was established based on the rate of complete remission (CR) and CR duration. 

Study M14-358 (NCT02203773) was a non-randomized, open-label clinical trial of venetoclax in combination with azacitidine (n=67) or decitabine (n=13) in newly- diagnosed patients with AML. In combination with azacitidine, 25 patients achieved a CR (37%, 95% CI: 26, 50) with a median observed time in remission of 5.5 months (range: 0.4-30 months). In combination with decitabine, 7 patients achieved a CR (54%, 95% CI: 25, 81) with a median observed time in remission of 4.7 months (range: 1.0-18 months). The observed time in remission is the time from start of CR to data cut-off date or relapse from CR. 

Study M14-387 (NCT02287233) was a non-randomized, open-label trial of venetoclax in combination with low-dose cytarabine (n=61) in newly-diagnosed patients with AML, including patients with previous exposure to a hypomethylating agent for an antecedent hematologic disorder. In combination with low-dose cytarabine, 13 patients achieved a CR (21%, 95% CI: 12, 34) with a median observed time in remission of 6 months (range: 0.03-25 months).

The most common adverse reactions (≥30%) to venetoclax in combination with azacitidine or decitabine or low-dose cytarabine were nausea, diarrhea, thrombocytopenia, constipation, neutropenia, febrile neutropenia, fatigue, vomiting, peripheral edema, pneumonia, dyspnea, hemorrhage, anemia, rash, abdominal pain, sepsis, back pain, myalgia, dizziness, cough, oropharyngeal pain, pyrexia, and hypotension.

The recommended venetoclax dose depends upon the combination regimen and is described in prescribing information for VENCLEXTA.

This indication is approved under accelerated approval and continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials. FDA granted this application priority review, breakthrough therapy designation and orphan product designation. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

The ongoing phase 3 studies, VIALE-A (NCT02993523) and VIALE-C (NCT03069352), evaluate venetoclax in combination with azacitidine or low-dose cytarabine with overall survival as the primary endpoint and are intended as the confirmatory trials.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

Check out recent approvals at the OCE’s podcast, Drug Information Soundcast in Clinical Oncology (D.I.S.C.O.).

Content current as of:

12/14/2018

Regulated Product(s)
Drugs","https://www.fda.gov/drugs/fda-approves-venetoclax-combination-aml-adults"
"26","NCT03151408","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"27","NCT03173248","Newly Diagnosed Acute Myeloid Leukemia (AML); Untreated AML; AML Arising From Myelodysplastic Syndrome (MDS)",TRUE,"FDA approves ivosidenib in combination with azacitidine for newly diagnosed acute myeloid leukemia","On May 25, 2022, the Food and Drug Administration approved ivosidenib (Tibsovo, Servier Pharmaceuticals LLC) in combination with azacitidine for newly diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test in adults 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.","FDA approves ivosidenib in combination with azacitidine for newly diagnosed acute myeloid leukemia
Resources for Information | Approved Drugs
Oncology (Cancer)/Hematologic Malignancies Approval Notifications
Ongoing | Cancer Accelerated Approvals
Verified Clinical Benefit | Cancer Accelerated Approvals
Withdrawn | Cancer Accelerated Approvals
Other | Cancer Accelerated Approvals

On May 25, 2022, the Food and Drug Administration approved ivosidenib (Tibsovo, Servier Pharmaceuticals LLC) in combination with azacitidine (azacitidine for injection) for newly diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test in adults 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.

Approval was based on a randomized, multicenter, double-blind, placebo-controlled study (AG120-C-009, NCT03173248) that included 146 patients with newly-diagnosed AML with an IDH1 mutation who met at least one of the following criteria: age 75 years or older, baseline Eastern Cooperative Oncology Group performance status of 2, severe cardiac or pulmonary disease, hepatic impairment with bilirubin > 1.5 times the upper limit of normal, creatinine clearance < 45 mL/min, or other comorbidity. Patients were randomized 1:1 to receive ivosidenib, 500 mg daily (N=72), or matched placebo orally once daily (N=74), on Days 1-28 in combination with azacitidine 75 mg/m2/day subcutaneously or intravenously on Days 1-7 or Days 1-5 and 8-9 of each 28-day cycle until disease progression, unacceptable toxicity, or hematopoietic stem cell transplantation.

Tibsovo is approved in combination with azacitidine for injection, not Onureg (azacitidine tablets). Onureg should not be substituted for intravenous or subcutaneous azacitidine. The indications and dosing regimen for Onureg are different from that of intravenous or subcutaneous azacitidine. 

Efficacy was established based on improvements in event-free-survival (EFS), overall survival (OS), and rate and duration of complete remission (CR). EFS was defined as the time from randomization until treatment failure, relapse from remission, or death from any cause, whichever occurred first. Treatment failure was defined as failure to achieve CR by 24 weeks. EFS events occurred in 65% of patients on the ivosidenib plus azacitidine arm and 84% on the placebo plus azacitidine arm (HR 0.35; 95% CI: 0.17, 0.72, p=0.0038). Median OS was 24.0 months (95% CI: 11.3, 34.1) in the ivosidenib plus azacitidine arm and 7.9 months (95% CI: 4.1, 11.3) in the placebo plus azacitidine arm (HR 0.44; 95% CI: 0.27, 0.73; p=0.0010). CR was 47% (95% CI: 35%, 59%) in the ivosidenib plus azacitidine arm and 15% (95% CI: 8%, 25%) in the placebo plus azacitidine arm. Median duration of CR was not estimable (NE) in the ivosidenib plus azacitidine arm (95% CI: 13.0, NE) and 11.2 months (95% CI: 3.2, NE) in the placebo plus azacitidine arm.

The most common adverse reactions of ivosidenib in combination with azacitidine or as monotherapy (≥ 25% in any trial) were diarrhea, fatigue, edema, nausea, vomiting, decreased appetite, leukocytosis, arthralgia, dyspnea, abdominal pain, mucositis, rash, electrocardiogram QT prolonged, differentiation syndrome, and myalgia. Prescribing information contains a Boxed Warning alerting health care professionals and patients about the risk of differentiation syndrome which may be life-threatening or fatal.

The recommended ivosidenib dose is 500 mg taken orally once daily with or without food until disease progression or unacceptable toxicity. Start ivosidenib administration on Cycle 1 Day 1 in combination with azacitidine 75 mg/m2 subcutaneously or intravenously once daily on Days 1-7 (or Days 1-5 and 8-9) of each 28-day cycle. For patients without disease progression or unacceptable toxicity, treatment is recommended for a minimum of 6 months to allow time for clinical response.

View full prescribing information for Tibsovo.

This review used the Real-Time Oncology Review (RTOR) pilot program, which streamlined data submission prior to the filing of the entire clinical application, and the Assessment Aid, a voluntary submission from the applicant to facilitate the FDA’s assessment. The FDA approved this application about 6 weeks ahead of the FDA goal date.

This application was granted priority review and breakthrough designation. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics. Ivosidenib also received orphan drug designation for AML on June 9, 2015.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

Content current as of:

08/01/2022","https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-ivosidenib-combination-azacitidine-newly-diagnosed-acute-myeloid-leukemia"
"28","NCT03306264","Acute Myeloid Leukemia",TRUE,"FDA approves oral combination of decitabine and cedazuridine for myelodysplastic syndromes","Food and Drug Administration approved an oral combination of decitabine and cedazuridine (INQOVI, Astex Pharmaceuticals, Inc.) for adult patients with myelodysplastic syndromes (MDS) including the following: ","FDA approves oral combination of decitabine and cedazuridine for myelodysplastic syndromes
Resources for Information | Approved Drugs
Oncology (Cancer)/Hematologic Malignancies Approval Notifications
Ongoing | Cancer Accelerated Approvals
Verified Clinical Benefit | Cancer Accelerated Approvals
Withdrawn | Cancer Accelerated Approvals
Other | Cancer Accelerated Approvals

 

On July 7, 2020, the Food and Drug Administration approved an oral combination of decitabine and cedazuridine (INQOVI, Astex Pharmaceuticals, Inc.) for adult patients with myelodysplastic syndromes (MDS) including the following:

previously treated and untreated, de novo and secondary MDS with the following French-American-British subtypes (refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia with excess blasts, and chronic myelomonocytic leukemia [CMML]) and
intermediate-1, intermediate-2, and high-risk International Prognostic Scoring System groups.

Inqovi was investigated in two open-label, randomized, crossover trials. Trial ASTX727-01-B (NCT02103478) included 80 adult patients with MDS (International Prognostic Scoring System [IPSS] Intermediate-1, Intermediate-2, or high-risk) or CMML and trial ASTX727-02 (NCT03306264) included 133 adult patients with MDS or CMML, including all French-American-British classification criteria and IPSS Intermediate-1, Intermediate-2, or high-risk prognostic scores.

In both trials, patients were randomized 1:1 to receive Inqovi (35 mg decitabine and 100 mg cedazuridine) orally in cycle 1 and decitabine 20 mg/m2 intravenously in cycle 2 or the reverse sequence. Both Inqovi and intravenous decitabine were administered once daily on days 1 through 5 of a 28-day cycle. Starting with cycle 3, all patients received Inqovi orally once daily on days 1 through 5 of each 28-day cycle until disease progression or unacceptable toxicity. Both trials provided comparison of exposure and safety in the first two cycles between oral Inqovi and IV decitabine and description of disease response with Inqovi. Comparison of disease response between the Inqovi and IV decitabine was not possible because all patients received Inqovi starting from Cycle 3.

The 01-B trial demonstrated a complete response (CR) rate of 18% (95% CI: 10, 28) and median duration of CR was 8.7 months (range: 1.1, 18.2). Among the 41 patients who were dependent on red blood cell (RBC) and/or platelet transfusions at baseline, 20 (49%) became independent of RBC and platelet transfusions during any consecutive 56-day post-baseline period. Of the 39 patients who were independent of both RBC and platelet transfusions at baseline, 25 (64%) remained transfusion-independent during any consecutive 56-day post-baseline period.

The 02 trial demonstrated a geometric mean ratio of the 5-day cumulative decitabine AUC following 5 consecutive once daily doses of Inqovi compared to that of intravenous decitabine was 99% (90% CI: 93, 106). Efficacy results demonstrated that 21% of patients achieved CR (95% CI: 15, 29) and median duration of CR was 7.5 months (range: 1.6, 17.5). Among the 57 patients who were dependent on RBC and/or platelet transfusions at baseline, 30 (53%) became independent of RBC and platelet transfusions during any 56-day post-baseline period. Of the 76 patients who were independent of both RBC and platelet transfusions at baseline, 63% remained transfusion-independent during any 56-day post-baseline period. 

Most common adverse reactions (incidence ≥ 20%) to Inqovi are fatigue, constipation, hemorrhage, myalgia, mucositis, arthralgia, nausea, dyspnea, diarrhea, rash, dizziness, febrile neutropenia, edema, headache, cough, decreased appetite, upper respiratory tract infection, pneumonia, and transaminase increased. The most common grade 3 or 4 laboratory abnormalities (≥ 50%) were leukocytes decreased, platelet count decreased, neutrophil count decreased, and hemoglobin decreased. The overall safety profile of oral Inqovi was similar to IV decitabine. 

The recommended Inqovi dose is 1 tablet (35 mg decitabine and 100 mg cedazuridine) taken orally on an empty stomach once daily on days 1 through 5 of each 28‑day cycle.

View full prescribing information for INQOVI.

This review used the Oncology Center of Excellence Assessment Aid as well as the Office of Pharmaceutical Quality’s Assessment Aid for quality review. These are voluntary submissions from the applicant to facilitate the FDA’s assessment.

The FDA collaborated with international agency counterparts on the review of this application as part of Project Orbis.

This application was granted priority review. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

 

 

Content current as of:

07/07/2020

Regulated Product(s)
Drugs
Prescription Drugs","https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-oral-combination-decitabine-and-cedazuridine-myelodysplastic-syndromes"
"29","NCT03306264","Acute Myeloid Leukemia",TRUE,NA,"Food and Drug Administration approved an oral combination of decitabine and cedazuridine (INQOVI, Astex Pharmaceuticals, Inc.) for adult patients with myelodysplastic syndromes (MDS) including the following: More Information. July 7, 2020","FDA approves oral combination of decitabine and cedazuridine for myelodysplastic syndromes
Share
Tweet
Linkedin
Email
Print

 

On July 7, 2020, the Food and Drug Administration approved an oral combination of decitabine and cedazuridine (INQOVI, Astex Pharmaceuticals, Inc.) for adult patients with myelodysplastic syndromes (MDS) including the following:

previously treated and untreated, de novo and secondary MDS with the following French-American-British subtypes (refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia with excess blasts, and chronic myelomonocytic leukemia [CMML]) and
intermediate-1, intermediate-2, and high-risk International Prognostic Scoring System groups.

Inqovi was investigated in two open-label, randomized, crossover trials. Trial ASTX727-01-B (NCT02103478) included 80 adult patients with MDS (International Prognostic Scoring System [IPSS] Intermediate-1, Intermediate-2, or high-risk) or CMML and trial ASTX727-02 (NCT03306264) included 133 adult patients with MDS or CMML, including all French-American-British classification criteria and IPSS Intermediate-1, Intermediate-2, or high-risk prognostic scores.

In both trials, patients were randomized 1:1 to receive Inqovi (35 mg decitabine and 100 mg cedazuridine) orally in cycle 1 and decitabine 20 mg/m2 intravenously in cycle 2 or the reverse sequence. Both Inqovi and intravenous decitabine were administered once daily on days 1 through 5 of a 28-day cycle. Starting with cycle 3, all patients received Inqovi orally once daily on days 1 through 5 of each 28-day cycle until disease progression or unacceptable toxicity. Both trials provided comparison of exposure and safety in the first two cycles between oral Inqovi and IV decitabine and description of disease response with Inqovi. Comparison of disease response between the Inqovi and IV decitabine was not possible because all patients received Inqovi starting from Cycle 3.

The 01-B trial demonstrated a complete response (CR) rate of 18% (95% CI: 10, 28) and median duration of CR was 8.7 months (range: 1.1, 18.2). Among the 41 patients who were dependent on red blood cell (RBC) and/or platelet transfusions at baseline, 20 (49%) became independent of RBC and platelet transfusions during any consecutive 56-day post-baseline period. Of the 39 patients who were independent of both RBC and platelet transfusions at baseline, 25 (64%) remained transfusion-independent during any consecutive 56-day post-baseline period.

The 02 trial demonstrated a geometric mean ratio of the 5-day cumulative decitabine AUC following 5 consecutive once daily doses of Inqovi compared to that of intravenous decitabine was 99% (90% CI: 93, 106). Efficacy results demonstrated that 21% of patients achieved CR (95% CI: 15, 29) and median duration of CR was 7.5 months (range: 1.6, 17.5). Among the 57 patients who were dependent on RBC and/or platelet transfusions at baseline, 30 (53%) became independent of RBC and platelet transfusions during any 56-day post-baseline period. Of the 76 patients who were independent of both RBC and platelet transfusions at baseline, 63% remained transfusion-independent during any 56-day post-baseline period. 

Most common adverse reactions (incidence ≥ 20%) to Inqovi are fatigue, constipation, hemorrhage, myalgia, mucositis, arthralgia, nausea, dyspnea, diarrhea, rash, dizziness, febrile neutropenia, edema, headache, cough, decreased appetite, upper respiratory tract infection, pneumonia, and transaminase increased. The most common grade 3 or 4 laboratory abnormalities (≥ 50%) were leukocytes decreased, platelet count decreased, neutrophil count decreased, and hemoglobin decreased. The overall safety profile of oral Inqovi was similar to IV decitabine. 

The recommended Inqovi dose is 1 tablet (35 mg decitabine and 100 mg cedazuridine) taken orally on an empty stomach once daily on days 1 through 5 of each 28‑day cycle.

View full prescribing information for INQOVI.

This review used the Oncology Center of Excellence Assessment Aid as well as the Office of Pharmaceutical Quality’s Assessment Aid for quality review. These are voluntary submissions from the applicant to facilitate the FDA’s assessment.

The FDA collaborated with international agency counterparts on the review of this application as part of Project Orbis.

This application was granted priority review. A description of FDA expedited programs is in the Guidance for Industry: Expedited Programs for Serious Conditions-Drugs and Biologics.

Healthcare professionals should report all serious adverse events suspected to be associated with the use of any medicine and device to FDA’s MedWatch Reporting System or by calling 1-800-FDA-1088.

For assistance with single-patient INDs for investigational oncology products, healthcare professionals may contact OCE’s Project Facilitate at 240-402-0004 or email OncProjectFacilitate@fda.hhs.gov.

For information on the COVID-19 pandemic, see the following resources:

FDA: Coronavirus Disease 2019 (COVID-19)
NCI: Coronavirus: What People With Cancer Should Know
CDC: Coronavirus (COVID-19)

Follow the Oncology Center of Excellence on Twitter @FDAOncology.

 

 

Content current as of:

07/07/2020

Regulated Product(s)
Drugs
Prescription Drugs
Drug Approvals and Databases
Resources for Information | Approved Drugs","https://wayback.archive-it.org/7993/20201219232235/https%3A//www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-oral-combination-decitabine-and-cedazuridine-myelodysplastic-syndromes"
"30","NCT03333486","Acute Myeloid Leukemia; Acute Myeloid Leukemia With FLT3/ITD Mutation; Acute Myeloid Leukemia With Gene Mutations; Chronic Lymphocytic Leukemia; Secondary Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"31","NCT03381118","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"32","NCT03504410","Relapsed/Refractory Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"33","NCT03616470","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"34","NCT03634228","Acute Myeloid Leukemia; Recurrent Acute Myeloid Leukemia; Refractory Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"35","NCT03686345","Core Binding Factor Acute Myeloid Leukemia (CBF-AML)",FALSE,NA,NA,NA,NA
"36","NCT03718143","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"37","NCT03760666","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"38","NCT03860844","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"39","NCT04778397","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"40","NCT05079230","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
"41","NCT05829434","Acute Myeloid Leukemia",FALSE,NA,NA,NA,NA
